Entity,Code,Year,Share of one-year-olds vaccinated against rubella
Saudi Arabia,SAU,2003,96
Saudi Arabia,SAU,2004,97
Saudi Arabia,SAU,2005,97
Saudi Arabia,SAU,2006,95
Saudi Arabia,SAU,2007,96
Saudi Arabia,SAU,2008,97
Saudi Arabia,SAU,2009,98
Saudi Arabia,SAU,2010,98
Saudi Arabia,SAU,2011,98
Saudi Arabia,SAU,2012,98
Saudi Arabia,SAU,2013,98
Saudi Arabia,SAU,2014,98
Saudi Arabia,SAU,2015,98
Saudi Arabia,SAU,2016,98
Saudi Arabia,SAU,2017,96
Saudi Arabia,SAU,2018,98
Saudi Arabia,SAU,2019,95
Saudi Arabia,SAU,2020,96
Saudi Arabia,SAU,2021,98
Saudi Arabia,SAU,2022,98
Saudi Arabia,SAU,2023,97
Saudi Arabia,SAU,2024,96
Senegal,SEN,2013,84
Senegal,SEN,2014,80
Senegal,SEN,2015,80
Senegal,SEN,2016,93
Senegal,SEN,2017,90
Senegal,SEN,2018,86
Senegal,SEN,2019,86
Senegal,SEN,2020,82
Senegal,SEN,2021,88
Senegal,SEN,2022,87
Senegal,SEN,2023,87
Senegal,SEN,2024,87
Serbia,SRB,1994,81
Serbia,SRB,1995,86
Serbia,SRB,1996,90
Serbia,SRB,1997,92
Serbia,SRB,1998,88
Serbia,SRB,1999,84
Serbia,SRB,2000,89
Serbia,SRB,2001,90
Serbia,SRB,2002,92
Serbia,SRB,2003,87
Serbia,SRB,2004,89
Serbia,SRB,2005,96
Serbia,SRB,2006,88
Serbia,SRB,2007,95
Serbia,SRB,2008,92
Serbia,SRB,2009,95
Serbia,SRB,2010,95
Serbia,SRB,2011,93
Serbia,SRB,2012,87
Serbia,SRB,2013,92
Serbia,SRB,2014,86
Serbia,SRB,2015,87
Serbia,SRB,2016,82
Serbia,SRB,2017,86
Serbia,SRB,2018,93
Serbia,SRB,2019,87
Serbia,SRB,2020,78
Serbia,SRB,2021,75
Serbia,SRB,2022,81
Serbia,SRB,2023,84
Serbia,SRB,2024,84
Seychelles,SYC,1981,29
Seychelles,SYC,1982,64
Seychelles,SYC,1983,98
Seychelles,SYC,1984,77
Seychelles,SYC,1985,90
Seychelles,SYC,1986,95
Seychelles,SYC,1987,95
Seychelles,SYC,1988,89
Seychelles,SYC,1989,89
Seychelles,SYC,1990,86
Seychelles,SYC,1991,89
Seychelles,SYC,1992,92
Seychelles,SYC,1993,92
Seychelles,SYC,1994,92
Seychelles,SYC,1995,97
Seychelles,SYC,1996,98
Seychelles,SYC,1997,99
Seychelles,SYC,1998,93
Seychelles,SYC,1999,99
Seychelles,SYC,2000,97
Seychelles,SYC,2001,95
Seychelles,SYC,2002,98
Seychelles,SYC,2003,99
Seychelles,SYC,2004,99
Seychelles,SYC,2005,99
Seychelles,SYC,2006,99
Seychelles,SYC,2007,99
Seychelles,SYC,2008,99
Seychelles,SYC,2009,97
Seychelles,SYC,2010,99
Seychelles,SYC,2011,99
Seychelles,SYC,2012,98
Seychelles,SYC,2013,97
Seychelles,SYC,2014,99
Seychelles,SYC,2015,98
Seychelles,SYC,2016,97
Seychelles,SYC,2017,99
Seychelles,SYC,2018,96
Seychelles,SYC,2019,99
Seychelles,SYC,2020,97
Seychelles,SYC,2021,94
Seychelles,SYC,2022,98
Seychelles,SYC,2023,93
Seychelles,SYC,2024,97
Sierra Leone,SLE,2020,87
Sierra Leone,SLE,2021,87
Sierra Leone,SLE,2022,90
Sierra Leone,SLE,2023,90
Sierra Leone,SLE,2024,90
Singapore,SGP,1990,84
Singapore,SGP,1991,92
Singapore,SGP,1992,89
Singapore,SGP,1993,87
Singapore,SGP,1994,95
Singapore,SGP,1995,97
Singapore,SGP,1996,97
Singapore,SGP,1997,98
Singapore,SGP,1998,96
Singapore,SGP,1999,97
Singapore,SGP,2000,96
Singapore,SGP,2001,95
Singapore,SGP,2002,94
Singapore,SGP,2003,93
Singapore,SGP,2004,95
Singapore,SGP,2005,96
Singapore,SGP,2006,95
Singapore,SGP,2007,95
Singapore,SGP,2008,95
Singapore,SGP,2009,95
Singapore,SGP,2010,95
Singapore,SGP,2011,95
Singapore,SGP,2012,95
Singapore,SGP,2013,95
Singapore,SGP,2014,95
Singapore,SGP,2015,95
Singapore,SGP,2016,95
Singapore,SGP,2017,95
Singapore,SGP,2018,97
Singapore,SGP,2019,96
Singapore,SGP,2020,97
Singapore,SGP,2021,96
Singapore,SGP,2022,96
Singapore,SGP,2023,97
Singapore,SGP,2024,97
Slovakia,SVK,1994,97
Slovakia,SVK,1995,99
Slovakia,SVK,1996,99
Slovakia,SVK,1997,99
Slovakia,SVK,1998,99
Slovakia,SVK,1999,99
Slovakia,SVK,2000,98
Slovakia,SVK,2001,99
Slovakia,SVK,2002,99
Slovakia,SVK,2003,99
Slovakia,SVK,2004,99
Slovakia,SVK,2005,98
Slovakia,SVK,2006,98
Slovakia,SVK,2007,99
Slovakia,SVK,2008,99
Slovakia,SVK,2009,99
Slovakia,SVK,2010,98
Slovakia,SVK,2011,98
Slovakia,SVK,2012,99
Slovakia,SVK,2013,98
Slovakia,SVK,2014,97
Slovakia,SVK,2015,95
Slovakia,SVK,2016,95
Slovakia,SVK,2017,96
Slovakia,SVK,2018,96
Slovakia,SVK,2019,96
Slovakia,SVK,2020,96
Slovakia,SVK,2021,95
Slovakia,SVK,2022,95
Slovakia,SVK,2023,94
Slovakia,SVK,2024,94
Slovenia,SVN,1992,90
Slovenia,SVN,1993,90
Slovenia,SVN,1994,91
Slovenia,SVN,1995,93
Slovenia,SVN,1996,93
Slovenia,SVN,1997,82
Slovenia,SVN,1998,93
Slovenia,SVN,1999,98
Slovenia,SVN,2000,95
Slovenia,SVN,2001,94
Slovenia,SVN,2002,93
Slovenia,SVN,2003,94
Slovenia,SVN,2004,94
Slovenia,SVN,2005,94
Slovenia,SVN,2006,96
Slovenia,SVN,2007,96
Slovenia,SVN,2008,96
Slovenia,SVN,2009,95
Slovenia,SVN,2010,95
Slovenia,SVN,2011,96
Slovenia,SVN,2012,95
Slovenia,SVN,2013,94
Slovenia,SVN,2014,94
Slovenia,SVN,2015,94
Slovenia,SVN,2016,92
Slovenia,SVN,2017,93
Slovenia,SVN,2018,93
Slovenia,SVN,2019,94
Slovenia,SVN,2020,94
Slovenia,SVN,2021,95
Slovenia,SVN,2022,96
Slovenia,SVN,2023,95
Slovenia,SVN,2024,95
Solomon Islands,SLB,2013,76
Solomon Islands,SLB,2014,76
Solomon Islands,SLB,2015,75
Solomon Islands,SLB,2016,82
Solomon Islands,SLB,2017,84
Solomon Islands,SLB,2018,93
Solomon Islands,SLB,2019,81
Solomon Islands,SLB,2020,81
Solomon Islands,SLB,2021,67
Solomon Islands,SLB,2022,90
Solomon Islands,SLB,2023,68
Solomon Islands,SLB,2024,78
South America,,1982,0.3821238
South America,,1983,0.46939102
South America,,1984,0.47206485
South America,,1985,0.41938978
South America,,1986,0.5832755
South America,,1987,0.6291786
South America,,1988,0.5207357
South America,,1989,0.6029377
South America,,1990,4.5505915
South America,,1991,4.669507
South America,,1992,4.2707314
South America,,1993,4.513086
South America,,1994,4.544888
South America,,1995,16.34518
South America,,1996,15.515113
South America,,1997,26.67175
South America,,1998,34.285686
South America,,1999,34.202404
South America,,2000,86.40454
South America,,2001,87.950905
South America,,2002,85.883255
South America,,2003,94.93777
South America,,2004,93.622604
South America,,2005,92.72198
South America,,2006,95.25604
South America,,2007,95.29589
South America,,2008,96.00278
South America,,2009,95.61465
South America,,2010,94.00138
South America,,2011,94.930244
South America,,2012,95.248474
South America,,2013,93.506714
South America,,2014,93.420616
South America,,2015,93.18842
South America,,2016,92.23931
South America,,2017,88.737335
South America,,2018,89.99408
South America,,2019,89.633156
South America,,2020,80.009514
South America,,2021,76.22683
South America,,2022,78.42445
South America,,2023,84.08244
South Asia (UNICEF),,1980,0
South Asia (UNICEF),,1981,0
South Asia (UNICEF),,1982,0
South Asia (UNICEF),,1983,0
South Asia (UNICEF),,1984,0
South Asia (UNICEF),,1985,0
South Asia (UNICEF),,1986,0
South Asia (UNICEF),,1987,0
South Asia (UNICEF),,1988,0
South Asia (UNICEF),,1989,0
South Asia (UNICEF),,1990,0
South Asia (UNICEF),,1991,0
South Asia (UNICEF),,1992,0
South Asia (UNICEF),,1993,0
South Asia (UNICEF),,1994,0
South Asia (UNICEF),,1995,0
South Asia (UNICEF),,1996,1
South Asia (UNICEF),,1997,1
South Asia (UNICEF),,1998,1
South Asia (UNICEF),,1999,1
South Asia (UNICEF),,2000,1
South Asia (UNICEF),,2001,1
South Asia (UNICEF),,2002,1
South Asia (UNICEF),,2003,1
South Asia (UNICEF),,2004,1
South Asia (UNICEF),,2005,1
South Asia (UNICEF),,2006,1
South Asia (UNICEF),,2007,1
South Asia (UNICEF),,2008,1
South Asia (UNICEF),,2009,1
South Asia (UNICEF),,2010,1
South Asia (UNICEF),,2011,1
South Asia (UNICEF),,2012,2
South Asia (UNICEF),,2013,10
South Asia (UNICEF),,2014,11
South Asia (UNICEF),,2015,11
South Asia (UNICEF),,2016,11
South Asia (UNICEF),,2017,15
South Asia (UNICEF),,2018,73
South Asia (UNICEF),,2019,74
South Asia (UNICEF),,2020,70
South Asia (UNICEF),,2021,70
South Asia (UNICEF),,2022,89
South Asia (UNICEF),,2023,88
South Asia (UNICEF),,2024,91
South Korea,KOR,1982,5
South Korea,KOR,1983,33
South Korea,KOR,1984,61
South Korea,KOR,1985,89
South Korea,KOR,1986,89
South Korea,KOR,1987,82
South Korea,KOR,1988,70
South Korea,KOR,1989,95
South Korea,KOR,1990,93
South Korea,KOR,1991,93
South Korea,KOR,1992,93
South Korea,KOR,1993,92
South Korea,KOR,1994,92
South Korea,KOR,1995,93
South Korea,KOR,1996,89
South Korea,KOR,1997,85
South Korea,KOR,1998,85
South Korea,KOR,1999,90
South Korea,KOR,2000,95
South Korea,KOR,2001,96
South Korea,KOR,2002,97
South Korea,KOR,2003,96
South Korea,KOR,2004,99
South Korea,KOR,2005,99
South Korea,KOR,2006,99
South Korea,KOR,2007,92
South Korea,KOR,2008,92
South Korea,KOR,2009,93
South Korea,KOR,2010,98
South Korea,KOR,2011,99
South Korea,KOR,2012,99
South Korea,KOR,2013,99
South Korea,KOR,2014,99
South Korea,KOR,2015,98
South Korea,KOR,2016,98
South Korea,KOR,2017,97
South Korea,KOR,2018,98
South Korea,KOR,2019,98
South Korea,KOR,2020,98
South Korea,KOR,2021,98
South Korea,KOR,2022,97
South Korea,KOR,2023,97
South Korea,KOR,2024,97
South-East Asia (WHO),,1980,0
South-East Asia (WHO),,1981,0
South-East Asia (WHO),,1982,0
South-East Asia (WHO),,1983,0
South-East Asia (WHO),,1984,0
South-East Asia (WHO),,1985,0
South-East Asia (WHO),,1986,0
South-East Asia (WHO),,1987,0
South-East Asia (WHO),,1988,0
South-East Asia (WHO),,1989,0
South-East Asia (WHO),,1990,0
South-East Asia (WHO),,1991,0
South-East Asia (WHO),,1992,0
South-East Asia (WHO),,1993,2
South-East Asia (WHO),,1994,2
South-East Asia (WHO),,1995,2
South-East Asia (WHO),,1996,3
South-East Asia (WHO),,1997,3
South-East Asia (WHO),,1998,3
South-East Asia (WHO),,1999,3
South-East Asia (WHO),,2000,3
South-East Asia (WHO),,2001,3
South-East Asia (WHO),,2002,3
South-East Asia (WHO),,2003,3
South-East Asia (WHO),,2004,3
South-East Asia (WHO),,2005,3
South-East Asia (WHO),,2006,3
South-East Asia (WHO),,2007,3
South-East Asia (WHO),,2008,3
South-East Asia (WHO),,2009,3
South-East Asia (WHO),,2010,3
South-East Asia (WHO),,2011,3
South-East Asia (WHO),,2012,5
South-East Asia (WHO),,2013,13
South-East Asia (WHO),,2014,13
South-East Asia (WHO),,2015,15
South-East Asia (WHO),,2016,16
South-East Asia (WHO),,2017,22
South-East Asia (WHO),,2018,86
South-East Asia (WHO),,2019,93
South-East Asia (WHO),,2020,88
South-East Asia (WHO),,2021,87
South-East Asia (WHO),,2022,94
South-East Asia (WHO),,2023,91
South-East Asia (WHO),,2024,95
Spain,ESP,1981,8
Spain,ESP,1982,27
Spain,ESP,1983,40
Spain,ESP,1984,68
Spain,ESP,1985,79
Spain,ESP,1986,83
Spain,ESP,1987,85
Spain,ESP,1988,84
Spain,ESP,1989,97
Spain,ESP,1990,99
Spain,ESP,1991,85
Spain,ESP,1992,83
Spain,ESP,1993,90
Spain,ESP,1994,90
Spain,ESP,1995,90
Spain,ESP,1996,90
Spain,ESP,1997,93
Spain,ESP,1998,93
Spain,ESP,1999,95
Spain,ESP,2000,94
Spain,ESP,2001,96
Spain,ESP,2002,97
Spain,ESP,2003,98
Spain,ESP,2004,97
Spain,ESP,2005,97
Spain,ESP,2006,97
Spain,ESP,2007,97
Spain,ESP,2008,98
Spain,ESP,2009,98
Spain,ESP,2010,95
Spain,ESP,2011,97
Spain,ESP,2012,97
Spain,ESP,2013,95
Spain,ESP,2014,96
Spain,ESP,2015,96
Spain,ESP,2016,97
Spain,ESP,2017,98
Spain,ESP,2018,98
Spain,ESP,2019,98
Spain,ESP,2020,96
Spain,ESP,2021,95
Spain,ESP,2022,97
Spain,ESP,2023,96
Spain,ESP,2024,97
Sri Lanka,LKA,1996,89
Sri Lanka,LKA,1997,94
Sri Lanka,LKA,1998,94
Sri Lanka,LKA,1999,95
Sri Lanka,LKA,2000,99
Sri Lanka,LKA,2001,99
Sri Lanka,LKA,2002,99
Sri Lanka,LKA,2003,99
Sri Lanka,LKA,2004,96
Sri Lanka,LKA,2005,99
Sri Lanka,LKA,2006,99
Sri Lanka,LKA,2007,98
Sri Lanka,LKA,2008,98
Sri Lanka,LKA,2009,97
Sri Lanka,LKA,2010,99
Sri Lanka,LKA,2011,99
Sri Lanka,LKA,2012,99
Sri Lanka,LKA,2013,99
Sri Lanka,LKA,2014,99
Sri Lanka,LKA,2015,99
Sri Lanka,LKA,2016,99
Sri Lanka,LKA,2017,99
Sri Lanka,LKA,2018,99
Sri Lanka,LKA,2019,99
Sri Lanka,LKA,2020,96
Sri Lanka,LKA,2021,97
Sri Lanka,LKA,2022,99
Sri Lanka,LKA,2023,99
Sri Lanka,LKA,2024,99
Sudan,SDN,2024,46
Suriname,SUR,1993,61
Suriname,SUR,1994,72
Suriname,SUR,1995,85
Suriname,SUR,1996,87
Suriname,SUR,1997,79
Suriname,SUR,1998,82
Suriname,SUR,1999,85
Suriname,SUR,2000,84
Suriname,SUR,2001,82
Suriname,SUR,2002,73
Suriname,SUR,2003,69
Suriname,SUR,2004,86
Suriname,SUR,2005,91
Suriname,SUR,2006,83
Suriname,SUR,2007,85
Suriname,SUR,2008,86
Suriname,SUR,2009,88
Suriname,SUR,2010,87
Suriname,SUR,2011,79
Suriname,SUR,2012,64
Suriname,SUR,2013,81
Suriname,SUR,2014,70
Suriname,SUR,2015,76
Suriname,SUR,2016,76
Suriname,SUR,2017,76
Suriname,SUR,2018,77
Suriname,SUR,2019,64
Suriname,SUR,2020,45
Suriname,SUR,2021,58
Suriname,SUR,2022,74
Suriname,SUR,2023,71
Suriname,SUR,2024,73
Sweden,SWE,1982,91
Sweden,SWE,1983,93
Sweden,SWE,1984,94
Sweden,SWE,1985,94
Sweden,SWE,1986,94
Sweden,SWE,1987,94
Sweden,SWE,1988,95
Sweden,SWE,1989,95
Sweden,SWE,1990,96
Sweden,SWE,1991,96
Sweden,SWE,1992,96
Sweden,SWE,1993,97
Sweden,SWE,1994,97
Sweden,SWE,1995,97
Sweden,SWE,1996,96
Sweden,SWE,1997,96
Sweden,SWE,1998,94
Sweden,SWE,1999,89
Sweden,SWE,2000,91
Sweden,SWE,2001,94
Sweden,SWE,2002,95
Sweden,SWE,2003,95
Sweden,SWE,2004,96
Sweden,SWE,2005,96
Sweden,SWE,2006,97
Sweden,SWE,2007,96
Sweden,SWE,2008,96
Sweden,SWE,2009,97
Sweden,SWE,2010,97
Sweden,SWE,2011,97
Sweden,SWE,2012,97
Sweden,SWE,2013,97
Sweden,SWE,2014,97
Sweden,SWE,2015,98
Sweden,SWE,2016,97
Sweden,SWE,2017,97
Sweden,SWE,2018,97
Sweden,SWE,2019,97
Sweden,SWE,2020,97
Sweden,SWE,2021,97
Sweden,SWE,2022,93
Sweden,SWE,2023,93
Sweden,SWE,2024,93
Switzerland,CHE,1986,70
Switzerland,CHE,1987,70
Switzerland,CHE,1988,70
Switzerland,CHE,1989,90
Switzerland,CHE,1990,90
Switzerland,CHE,1991,83
Switzerland,CHE,1992,83
Switzerland,CHE,1993,83
Switzerland,CHE,1994,83
Switzerland,CHE,1995,83
Switzerland,CHE,1996,83
Switzerland,CHE,1997,83
Switzerland,CHE,1998,81
Switzerland,CHE,1999,82
Switzerland,CHE,2000,82
Switzerland,CHE,2001,82
Switzerland,CHE,2002,82
Switzerland,CHE,2003,82
Switzerland,CHE,2004,82
Switzerland,CHE,2005,87
Switzerland,CHE,2006,87
Switzerland,CHE,2007,87
Switzerland,CHE,2008,92
Switzerland,CHE,2009,92
Switzerland,CHE,2010,92
Switzerland,CHE,2011,93
Switzerland,CHE,2012,93
Switzerland,CHE,2013,93
Switzerland,CHE,2014,94
Switzerland,CHE,2015,94
Switzerland,CHE,2016,94
Switzerland,CHE,2017,95
Switzerland,CHE,2018,95
Switzerland,CHE,2019,95
Switzerland,CHE,2020,97
Switzerland,CHE,2021,95
Switzerland,CHE,2022,96
Switzerland,CHE,2023,95
Switzerland,CHE,2024,96
Syria,SYR,1999,86
Syria,SYR,2000,84
Syria,SYR,2001,80
Syria,SYR,2002,84
Syria,SYR,2003,83
Syria,SYR,2004,82
Syria,SYR,2005,81
Syria,SYR,2006,81
Syria,SYR,2007,81
Syria,SYR,2008,81
Syria,SYR,2009,82
Syria,SYR,2010,82
Syria,SYR,2011,80
Syria,SYR,2012,72
Syria,SYR,2013,69
Syria,SYR,2014,65
Syria,SYR,2015,64
Syria,SYR,2016,73
Syria,SYR,2017,78
Syria,SYR,2018,74
Syria,SYR,2019,76
Syria,SYR,2020,70
Syria,SYR,2021,70
Syria,SYR,2022,52
Syria,SYR,2023,74
Syria,SYR,2024,81
Tajikistan,TJK,2009,89
Tajikistan,TJK,2010,94
Tajikistan,TJK,2011,98
Tajikistan,TJK,2012,97
Tajikistan,TJK,2013,97
Tajikistan,TJK,2014,98
Tajikistan,TJK,2015,97
Tajikistan,TJK,2016,97
Tajikistan,TJK,2017,98
Tajikistan,TJK,2018,98
Tajikistan,TJK,2019,98
Tajikistan,TJK,2020,98
Tajikistan,TJK,2021,97
Tajikistan,TJK,2022,98
Tajikistan,TJK,2023,98
Tajikistan,TJK,2024,98
Tanzania,TZA,2014,97
Tanzania,TZA,2015,95
Tanzania,TZA,2016,83
Tanzania,TZA,2017,90
Tanzania,TZA,2018,88
Tanzania,TZA,2019,89
Tanzania,TZA,2020,87
Tanzania,TZA,2021,80
Tanzania,TZA,2022,84
Tanzania,TZA,2023,84
Tanzania,TZA,2024,84
Thailand,THA,1993,80
Thailand,THA,1994,86
Thailand,THA,1995,91
Thailand,THA,1996,92
Thailand,THA,1997,93
Thailand,THA,1998,96
Thailand,THA,1999,96
Thailand,THA,2000,94
Thailand,THA,2001,94
Thailand,THA,2002,94
Thailand,THA,2003,96
Thailand,THA,2004,96
Thailand,THA,2005,96
Thailand,THA,2006,96
Thailand,THA,2007,96
Thailand,THA,2008,98
Thailand,THA,2009,98
Thailand,THA,2010,98
Thailand,THA,2011,98
Thailand,THA,2012,98
Thailand,THA,2013,99
Thailand,THA,2014,99
Thailand,THA,2015,99
Thailand,THA,2016,99
Thailand,THA,2017,99
Thailand,THA,2018,96
Thailand,THA,2019,96
Thailand,THA,2020,96
Thailand,THA,2021,93
Thailand,THA,2022,93
Thailand,THA,2023,93
Thailand,THA,2024,93
Togo,TGO,2018,71
Togo,TGO,2019,78
Togo,TGO,2020,75
Togo,TGO,2021,77
Togo,TGO,2022,79
Togo,TGO,2023,81
Togo,TGO,2024,81
Tonga,TON,2002,90
Tonga,TON,2003,99
Tonga,TON,2004,99
Tonga,TON,2005,99
Tonga,TON,2006,99
Tonga,TON,2007,99
Tonga,TON,2008,99
Tonga,TON,2009,99
Tonga,TON,2010,99
Tonga,TON,2011,99
Tonga,TON,2012,95
Tonga,TON,2013,99
Tonga,TON,2014,99
Tonga,TON,2015,99
Tonga,TON,2016,98
Tonga,TON,2017,99
Tonga,TON,2018,99
Tonga,TON,2019,99
Tonga,TON,2020,99
Tonga,TON,2021,99
Tonga,TON,2022,99
Tonga,TON,2023,99
Tonga,TON,2024,99
Trinidad and Tobago,TTO,1984,10
Trinidad and Tobago,TTO,1985,32
Trinidad and Tobago,TTO,1986,42
Trinidad and Tobago,TTO,1987,68
Trinidad and Tobago,TTO,1988,72
Trinidad and Tobago,TTO,1989,59
Trinidad and Tobago,TTO,1990,70
Trinidad and Tobago,TTO,1991,93
Trinidad and Tobago,TTO,1992,83
Trinidad and Tobago,TTO,1993,87
Trinidad and Tobago,TTO,1994,86
Trinidad and Tobago,TTO,1995,84
Trinidad and Tobago,TTO,1996,88
Trinidad and Tobago,TTO,1997,88
Trinidad and Tobago,TTO,1998,90
Trinidad and Tobago,TTO,1999,88
Trinidad and Tobago,TTO,2000,90
Trinidad and Tobago,TTO,2001,91
Trinidad and Tobago,TTO,2002,87
Trinidad and Tobago,TTO,2003,88
Trinidad and Tobago,TTO,2004,95
Trinidad and Tobago,TTO,2005,93
Trinidad and Tobago,TTO,2006,89
Trinidad and Tobago,TTO,2007,91
Trinidad and Tobago,TTO,2008,91
Trinidad and Tobago,TTO,2009,94
Trinidad and Tobago,TTO,2010,92
Trinidad and Tobago,TTO,2011,92
Trinidad and Tobago,TTO,2012,85
Trinidad and Tobago,TTO,2013,91
Trinidad and Tobago,TTO,2014,96
Trinidad and Tobago,TTO,2015,89
Trinidad and Tobago,TTO,2016,86
Trinidad and Tobago,TTO,2017,93
Trinidad and Tobago,TTO,2018,90
Trinidad and Tobago,TTO,2019,99
Trinidad and Tobago,TTO,2020,91
Trinidad and Tobago,TTO,2021,93
Trinidad and Tobago,TTO,2022,92
Trinidad and Tobago,TTO,2023,90
Trinidad and Tobago,TTO,2024,96
Tunisia,TUN,2012,96
Tunisia,TUN,2013,94
Tunisia,TUN,2014,98
Tunisia,TUN,2015,98
Tunisia,TUN,2016,96
Tunisia,TUN,2017,98
Tunisia,TUN,2018,96
Tunisia,TUN,2019,98
Tunisia,TUN,2020,98
Tunisia,TUN,2021,95
Tunisia,TUN,2022,95
Tunisia,TUN,2023,96
Tunisia,TUN,2024,96
Turkey,TUR,2006,98
Turkey,TUR,2007,96
Turkey,TUR,2008,97
Turkey,TUR,2009,97
Turkey,TUR,2010,97
Turkey,TUR,2011,98
Turkey,TUR,2012,96
Turkey,TUR,2013,98
Turkey,TUR,2014,94
Turkey,TUR,2015,97
Turkey,TUR,2016,98
Turkey,TUR,2017,96
Turkey,TUR,2018,96
Turkey,TUR,2019,97
Turkey,TUR,2020,95
Turkey,TUR,2021,96
Turkey,TUR,2022,95
Turkey,TUR,2023,95
Turkey,TUR,2024,95
Turkmenistan,TKM,2007,99
Turkmenistan,TKM,2008,99
Turkmenistan,TKM,2009,99
Turkmenistan,TKM,2010,99
Turkmenistan,TKM,2011,99
Turkmenistan,TKM,2012,99
Turkmenistan,TKM,2013,99
Turkmenistan,TKM,2014,99
Turkmenistan,TKM,2015,99
Turkmenistan,TKM,2016,99
Turkmenistan,TKM,2017,99
Turkmenistan,TKM,2018,99
Turkmenistan,TKM,2019,99
Turkmenistan,TKM,2020,98
Turkmenistan,TKM,2021,97
Turkmenistan,TKM,2022,98
Turkmenistan,TKM,2023,99
Turkmenistan,TKM,2024,99
Tuvalu,TUV,2005,62
Tuvalu,TUV,2006,84
Tuvalu,TUV,2007,95
Tuvalu,TUV,2008,93
Tuvalu,TUV,2009,90
Tuvalu,TUV,2010,85
Tuvalu,TUV,2011,98
Tuvalu,TUV,2012,98
Tuvalu,TUV,2013,96
Tuvalu,TUV,2014,94
Tuvalu,TUV,2015,94
Tuvalu,TUV,2016,96
Tuvalu,TUV,2017,95
Tuvalu,TUV,2018,88
Tuvalu,TUV,2019,96
Tuvalu,TUV,2020,93
Tuvalu,TUV,2021,93
Tuvalu,TUV,2022,90
Tuvalu,TUV,2023,98
Tuvalu,TUV,2024,97
Uganda,UGA,2020,89
Uganda,UGA,2021,90
Uganda,UGA,2022,90
Uganda,UGA,2023,90
Uganda,UGA,2024,90
Ukraine,UKR,2001,99
Ukraine,UKR,2002,99
Ukraine,UKR,2003,99
Ukraine,UKR,2004,99
Ukraine,UKR,2005,96
Ukraine,UKR,2006,98
Ukraine,UKR,2007,97
Ukraine,UKR,2008,94
Ukraine,UKR,2009,75
Ukraine,UKR,2010,56
Ukraine,UKR,2011,67
Ukraine,UKR,2012,79
Ukraine,UKR,2013,79
Ukraine,UKR,2014,56
Ukraine,UKR,2015,56
Ukraine,UKR,2016,42
Ukraine,UKR,2017,86
Ukraine,UKR,2018,91
Ukraine,UKR,2019,93
Ukraine,UKR,2020,85
Ukraine,UKR,2021,89
Ukraine,UKR,2022,74
Ukraine,UKR,2023,92
Ukraine,UKR,2024,91
United Arab Emirates,ARE,1985,60
United Arab Emirates,ARE,1986,67
United Arab Emirates,ARE,1987,71
United Arab Emirates,ARE,1988,74
United Arab Emirates,ARE,1989,78
United Arab Emirates,ARE,1990,80
United Arab Emirates,ARE,1991,82
United Arab Emirates,ARE,1992,85
United Arab Emirates,ARE,1993,90
United Arab Emirates,ARE,1994,90
United Arab Emirates,ARE,1995,90
United Arab Emirates,ARE,1996,90
United Arab Emirates,ARE,1997,95
United Arab Emirates,ARE,1998,95
United Arab Emirates,ARE,1999,96
United Arab Emirates,ARE,2000,94
United Arab Emirates,ARE,2001,94
United Arab Emirates,ARE,2002,94
United Arab Emirates,ARE,2003,94
United Arab Emirates,ARE,2004,94
United Arab Emirates,ARE,2005,92
United Arab Emirates,ARE,2006,92
United Arab Emirates,ARE,2007,92
United Arab Emirates,ARE,2008,92
United Arab Emirates,ARE,2009,93
United Arab Emirates,ARE,2010,94
United Arab Emirates,ARE,2011,95
United Arab Emirates,ARE,2012,96
United Arab Emirates,ARE,2013,98
United Arab Emirates,ARE,2014,99
United Arab Emirates,ARE,2015,99
United Arab Emirates,ARE,2016,99
United Arab Emirates,ARE,2017,99
United Arab Emirates,ARE,2018,99
United Arab Emirates,ARE,2019,99
United Arab Emirates,ARE,2020,99
United Arab Emirates,ARE,2021,99
United Arab Emirates,ARE,2022,98
United Arab Emirates,ARE,2023,98
United Arab Emirates,ARE,2024,98
United Kingdom,GBR,1980,53
United Kingdom,GBR,1981,55
United Kingdom,GBR,1982,58
United Kingdom,GBR,1983,60
United Kingdom,GBR,1984,63
United Kingdom,GBR,1985,68
United Kingdom,GBR,1986,71
United Kingdom,GBR,1987,76
United Kingdom,GBR,1988,80
United Kingdom,GBR,1989,84
United Kingdom,GBR,1990,87
United Kingdom,GBR,1991,90
United Kingdom,GBR,1992,92
United Kingdom,GBR,1993,91
United Kingdom,GBR,1994,91
United Kingdom,GBR,1995,92
United Kingdom,GBR,1996,92
United Kingdom,GBR,1997,91
United Kingdom,GBR,1998,87
United Kingdom,GBR,1999,88
United Kingdom,GBR,2000,88
United Kingdom,GBR,2001,85
United Kingdom,GBR,2002,85
United Kingdom,GBR,2003,82
United Kingdom,GBR,2004,81
United Kingdom,GBR,2005,82
United Kingdom,GBR,2006,85
United Kingdom,GBR,2007,86
United Kingdom,GBR,2008,86
United Kingdom,GBR,2009,86
United Kingdom,GBR,2010,89
United Kingdom,GBR,2011,90
United Kingdom,GBR,2012,92
United Kingdom,GBR,2013,93
United Kingdom,GBR,2014,93
United Kingdom,GBR,2015,93
United Kingdom,GBR,2016,92
